movie,release_date,production_budget,domestic_gross,worldwide_gross
crazy/beautiful,2001-06-29,13000000,16929123,19929123
54,1998-08-28,13000000,16757163,16757163
room,2015-10-16,13000000,14677674,36262783
woodlawn,2015-10-16,13000000,14394097,14403703
letters from iwo jima,2006-12-20,13000000,13756082,67867998
mã¤n som hatar kvinnor,2009-05-29,13000000,12749992,109421911
the astronaut farmer,2007-02-23,13000000,11003643,11141213
dirty work,1998-06-12,13000000,10020081,10020081
bajrangi bhaijaan,2015-07-17,13000000,8178001,121778347
woo,1998-05-08,13000000,8064972,8064972
robinson crusoe,2016-09-09,13000000,8005586,42446455
serial mom,1994-04-13,13000000,7881335,7881335
dick,1999-08-04,13000000,6276869,6276869
light it up,1999-11-10,13000000,5871603,5871603
bubble boy,2001-08-24,13000000,5002310,5002310
birthday girl,2002-02-01,13000000,4919896,8130727
"paris, je t'aime",2007-05-04,13000000,4857374,5175088
ben is back,2018-12-07,13000000,3703182,9633111
resurrecting the champ,2007-08-24,13000000,3172382,3260555
chloe,2010-03-26,13000000,3075255,11831131
the widow of st. pierre,2001-03-02,13000000,3058380,3058380
youth,2015-12-04,13000000,2703296,24001573
faithful,1996-04-05,13000000,2104439,2104439
un prophã¨te,2010-02-26,13000000,2087720,19910624
"i love you, phillip morris",2010-12-03,13000000,2037459,23014027
the vatican tapes,2015-07-24,13000000,1784763,14929184
find me guilty,2006-03-17,13000000,1173673,2898225
excessive force,1993-05-14,13000000,1152117,1152117
infamous,2006-10-13,13000000,1151330,2613717
attack the block,2011-07-29,13000000,1024175,6459183
brothers,2015-08-14,13000000,656688,17856688
the claim,2000-12-29,13000000,622023,1375635
in the land of blood and honey,2011-12-23,13000000,303877,509193
the killer inside me,2010-06-18,13000000,217277,3617277
womb,2012-03-30,13000000,0,0
rogue city,2019-12-31,13000000,0,0
the call,2013-03-15,12800000,51872378,69821476
operation chromite,2016-08-05,12700000,1022720,49196532
the drop,2014-09-12,12600000,10724389,19054534
the crocodile hunter: collision course,2002-07-12,12500000,28436931,33436931
machete,2010-09-03,12500000,26593646,46370970
antwone fisher,2002-12-19,12500000,21078145,23367586
la guerre du feu,1982-02-12,12500000,20959585,20959585
the emperor's club,2002-11-22,12500000,14060950,16193713
true romance,1993-09-10,12500000,12281000,12309980
sorority row,2009-09-11,12500000,11965282,26735797
glengarry glen ross,1992-09-30,12500000,10725228,10725228
the boy in the striped pyjamas,2008-11-07,12500000,9046156,44083403
cat people,1982-04-02,12500000,7000000,21000000
the prisoner of zenda,1979-05-25,12500000,7000000,7000000
conviction,2010-10-15,12500000,6797696,11826980
lars and the real girl,2007-10-12,12500000,5956480,11277119
solitary man,2010-05-21,12500000,4360548,4360548
dancer in the dark,2000-09-22,12500000,4157491,45557491
casino jack,2010-12-17,12500000,2039869,2272186
oscar and lucinda,1997-12-31,12500000,1612957,1612957
the funeral,1996-11-01,12500000,1212799,1412799
tae guik gi: the brotherhood of war,2004-09-03,12500000,1110186,69826708
the perfect game,2010-04-16,12500000,1089445,3931367
the paperboy,2012-10-05,12500000,677200,4027663
ernest et celestine,2013-03-01,12500000,292562,9376444
a little bit of heaven,2012-05-04,12500000,10011,1100287
the land before time,1988-11-18,12300000,48092846,81972846
jaws,1975-06-20,12000000,260000000,470700000
the exorcist,1973-12-26,12000000,230347346,428214478
the fault in our stars,2014-06-06,12000000,124872350,307166834
american pie,1999-07-09,12000000,101800948,234723148
think like a man,2012-04-20,12000000,91547205,113373764
heaven is for real,2014-04-16,12000000,91386097,100916299
the golden child,1986-12-12,12000000,79817937,79817937
star trek ii: the wrath of khan,1982-06-04,12000000,78912963,95800000
barbershop,2002-09-13,12000000,75781642,77063461
wargames,1983-06-03,12000000,74433837,74433837
ace ventura: pet detective,1994-02-04,12000000,72217396,107217396
act of valor,2012-02-24,12000000,70012847,82497035
witness,1985-02-08,12000000,65532576,65532576
step up,2006-08-11,12000000,65328121,110989157
chronicle,2012-02-03,12000000,64575175,123681790
beavis and butt-head do america,1996-12-20,12000000,63118386,63118386
patton,1970-01-01,12000000,62500000,62500000
project x,2012-03-02,12000000,54731865,103028188
"three billboards outside ebbing, missouri",2017-11-10,12000000,54513740,160191915
lion,2016-11-25,12000000,51739495,149570720
overboard,2018-05-04,12000000,50316123,85369830
jackie brown,1997-12-25,12000000,39673162,74727492
yentl,1983-11-18,12000000,39012241,39012241
harold & kumar escape from guantanamo bay,2008-04-25,12000000,38108728,43353117
philomena,2013-11-22,12000000,37709979,98963392
time bandits,1981-11-06,12000000,37400000,37400000
crossroads,2002-02-15,12000000,37188667,57000000
paper towns,2015-07-24,12000000,32000304,85450484
quarantine,2008-10-10,12000000,31691811,41924774
one hour photo,2002-08-21,12000000,31597131,52223306
the eye,2008-02-01,12000000,31418697,57577765
johnson family vacation,2004-04-07,12000000,31203964,31286759
how high,2001-12-21,12000000,31155435,31222395
spartacus,1960-10-07,12000000,30000000,60000000
crank,2006-09-01,12000000,27838408,43924923
the muppet christmas carol,1992-12-11,12000000,27281507,27492918
hell or high water,2016-08-12,12000000,27007844,37584304
frida,2002-10-25,12000000,25885000,56131239
katy perry: part of me,2012-07-05,12000000,25326071,32700439
top five,2014-12-12,12000000,25317379,26001741
rounders,1998-09-11,12000000,22921898,22921898
casino royale,1967-04-28,12000000,22744718,41744718
prophecy,1979-06-15,12000000,22673340,22673340
project almanac,2015-01-30,12000000,22348241,32909437
just wright,2010-05-14,12000000,21540363,21867665
stir of echoes,1999-09-10,12000000,21133087,21133087
tales from the crypt: demon knight,1995-01-13,12000000,21089146,21089146
the boys from brazil,1978-01-01,12000000,19000000,19000000
the upside of anger,2005-03-11,12000000,18761993,28915761
aquamarine,2006-03-03,12000000,18597342,22978953
nebraska,2013-11-15,12000000,17654912,24761360
my baby's daddy,2004-01-09,12000000,17321573,17322212
max keeble's big move,2001-10-05,12000000,17292381,17292381
young adult,2011-12-09,12000000,16311571,22750356
about time,2013-11-01,12000000,15323921,89309178
if beale street could talk,2018-12-14,12000000,14915773,19859167
wish upon,2017-07-14,12000000,14301505,23477345
def jam's how to be a player,1997-08-06,12000000,14010363,14010363
living out loud,1998-10-30,12000000,12905901,12905901
rachel getting married,2008-10-03,12000000,12796861,17475475
the postman always rings twice,1981-03-20,12000000,12200000,44200000
girl with a pearl earring,2003-12-12,12000000,11634362,43274797
das boot,1982-02-10,12000000,11487676,84970337
unforgettable,2017-04-21,12000000,11368012,16221211
house of flying daggers,2004-12-03,12000000,11050094,92863945
sorority boys,2002-03-22,12000000,10198766,12516222
marshall,2017-10-13,12000000,10051659,10116816
cadillac records,2008-12-05,12000000,8195551,8942516
arbitrage,2012-09-14,12000000,7919574,35830713
the alamo,1960-10-24,12000000,7900000,7900000
screwed,2000-05-12,12000000,6982680,6982680
running with scissors,2006-10-20,12000000,6860000,8706701
fortress,1993-09-03,12000000,6730578,46730578
for greater glory: the true story of cristiada,2012-06-01,12000000,5669081,10026255
for your consideration,2006-11-17,12000000,5549923,5549923
celebrity,1998-11-20,12000000,5078660,6200000
from justin to kelly,2003-06-20,12000000,4922166,4922166
invaders from mars,1986-06-06,12000000,4884663,4984663
girl 6,1996-03-22,12000000,4880941,4880941
in the cut,2003-10-22,12000000,4717455,23693646
charlie bartlett,2008-02-22,12000000,3950294,5295909
two lovers,2009-02-13,12000000,3149034,16349034
la grande bellezza,2013-11-15,12000000,2883879,29549145
last orders,2002-02-15,12000000,2326407,2326407
gwoemul,2007-03-09,12000000,2201923,92618117
the pursuit of d.b. cooper,1981-11-13,12000000,2104164,2104164
ravenous,1999-03-19,12000000,2062406,2062406
the dangerous lives of altar boys,2002-06-14,12000000,1779284,1779284
stoker,2013-03-01,12000000,1703125,12034913
married life,2008-03-07,12000000,1506998,2975188
2046,2005-08-05,12000000,1442338,19287485
kill the irishman,2011-03-11,12000000,1188194,1188194
duma,2005-09-30,12000000,870067,994790
darling companion,2012-04-20,12000000,793352,1200346
ondine,2010-06-04,12000000,550472,557545
brother,2001-07-20,12000000,450594,450594
welcome to collinwood,2002-10-04,12000000,378650,4606284
life before her eyes,2008-04-18,12000000,303439,7203439
critical care,1997-10-31,12000000,220175,220175
trade,2007-09-28,12000000,214202,1513388
fateless,2006-01-06,12000000,196857,196857
san qiang pai an jing qi,2010-09-03,12000000,190946,310946
breakfast of champions,1999-09-17,12000000,178287,178287
company man,2001-03-09,12000000,146028,622273
nanjing! nanjing!,2009-11-07,12000000,122558,20122558
trash,2015-10-09,12000000,17484,6553186
5 days of war,2011-08-19,12000000,17479,87793
10 days in a madhouse,2015-11-11,12000000,14616,14616
1612,2009-04-07,12000000,0,5400624
san cheng ji,2015-12-31,12000000,0,1950194
tu xia chuan qi,2011-12-31,12000000,0,1828400
triangle,2010-02-10,12000000,0,1594955
supesu batorushippu yamato,2013-10-19,12000000,0,0
drive hard,2014-10-03,12000000,0,0
dancin' it's on,2015-10-30,12000000,0,0
home,2009-06-05,12000000,0,0
the dressmaker,2016-09-23,11900000,2022115,24041617
diamonds,1999-12-10,11900000,81897,81897
madadayo,1998-03-20,11900000,48856,48856
carol,2015-11-20,11800000,12711491,42843521
pet sematary,1989-04-21,11500000,57469179,57469179
dirty grandpa,2016-01-22,11500000,35593113,105078449
the cry of the owl,2009-11-27,11500000,0,0
st. trinianâs,2009-10-09,11400000,15000,29830239
star wars ep. iv: a new hope,1977-05-25,11000000,460998007,786598007
gremlins,1984-06-08,11000000,148168459,148199515
doctor zhivago,1965-12-22,11000000,111897830,112036323
the fighter,2010-12-10,11000000,93617009,129262388
high school musical 3: senior year,2008-10-24,11000000,90559416,274392880
fried green tomatoes,1991-12-27,11000000,81204830,81204830
jackass: number two,2006-09-22,11000000,72778712,85278712
my cousin vinny,1992-03-13,11000000,52929168,52929168
if i stay,2014-08-22,11000000,50474843,78356170
major league,1989-04-07,11000000,49793054,49793054
phone booth,2003-04-04,11000000,46566212,97837138
a walk to remember,2002-01-25,11000000,41227069,46060861
dead man walking,1995-12-29,11000000,39387284,83088295
cruel intentions,1999-03-05,11000000,38665260,76238901
brooklyn,2015-11-04,11000000,38322743,62076141
the secret life of bees,2008-10-17,11000000,37780486,39994347
woman in gold,2015-04-01,11000000,33307793,58586407
history of the world: part i,1981-06-12,11000000,31672000,31672000
"i, tonya",2017-12-08,11000000,30014534,53797409
saw vi,2009-10-23,11000000,27693292,69752402
corky romano,2001-10-12,11000000,23978402,25116103
fighting with my family,2019-02-14,11000000,22958583,39049922
raising cain,1992-08-07,11000000,21171695,21171695
f.i.s.t,1978-04-13,11000000,20388920,20388920
barry lyndon,1975-01-01,11000000,20000000,20169934
quartet,2013-01-11,11000000,18388357,56178935
out cold,2001-11-21,11000000,13906394,14786394
the ladies man,2000-10-13,11000000,13592872,13719474
tomcats,2001-03-30,11000000,13558739,13558739
inside llewyn davis,2013-12-06,11000000,13248209,32943247
frailty,2002-04-12,11000000,13110448,19947280
army of darkness,1993-02-19,11000000,11502976,21502976
kinsey,2004-11-12,11000000,10214647,17443529
peeples,2013-05-10,11000000,9177065,9307166
what's eating gilbert grape,1993-12-25,11000000,9170214,9170214
sultan,2016-07-06,11000000,5599781,72989781
slackers,2002-02-01,11000000,4814244,5942218
the gospel of john,2003-09-26,11000000,4068087,4234355
vera drake,2004-10-10,11000000,3753806,13353855
the guru,2003-01-31,11000000,3051221,24150550
othello,1995-12-14,11000000,2844379,2844379
the perez family,1995-05-12,11000000,2794056,2794056
the molly maguires,1970-01-01,11000000,2200000,2200000
return to the blue lagoon,1991-01-01,11000000,2000000,2000000
romance and cigarettes,2007-09-07,11000000,551002,3231251
copying beethoven,2006-11-10,11000000,355968,6586324
brighton rock,2011-08-26,11000000,229653,229653
le prã©nom,2012-11-16,11000000,61611,25307405
la famille bã©lier,2015-05-08,11000000,0,82438670
lol,2012-05-04,11000000,0,10431506
misconduct,2016-02-05,11000000,0,2352511
eli,2019-12-31,11000000,0,0
saw v,2008-10-24,10800000,56746769,118209778
les intouchables,2012-05-25,10800000,13182281,484873045
jindabyne,2007-04-27,10800000,399879,2862544
kabhi alvida naa kehna,2006-08-11,10750000,3275443,32575443
alien,1979-05-25,10700000,80930630,203628947
poltergeist,1982-06-04,10700000,74706019,121706019
an ideal husband,1999-06-18,10700000,18542974,31341183
darkness,2004-12-25,10600000,22163442,34409206
the last days on mars,2013-12-06,10600000,24084,261364
et: the extra-terrestrial,1982-06-11,10500000,435110554,792965326
2001: a space odyssey,1968-04-02,10500000,59936321,71928046
in the land of women,2007-04-20,10500000,11052958,14140402
there goes my baby,1994-12-31,10500000,125169,125169
the blue butterfly,2004-02-20,10400000,1610194,1610194
le fabuleux destin d'amã©lie poulain,2001-11-02,10350000,33201661,174201661
pmc: deo beong-keo,2019-01-04,10300000,0,12478635
lovesick,1983-02-18,10100000,10143618,10143618
housefull,2010-04-30,10100000,1183658,18726300
september dawn,2007-08-24,10100000,1066555,1066555
halloween,2018-10-19,10000000,159342015,254900667
good will hunting,1997-12-05,10000000,138433435,225925989
the grudge,2004-10-22,10000000,110359362,187281115
donât breathe,2016-08-26,10000000,89217875,158973685
stripes,1981-06-26,10000000,85300000,85300000
saw iii,2006-10-27,10000000,80238724,163876815
the purge: election year,2016-07-01,10000000,79042440,118514727
book club,2018-05-18,10000000,68566296,91113683
bring it on,2000-08-25,10000000,68353550,90453550
insidious: the last key,2018-01-05,10000000,67745330,167885588
she's all that,1999-01-29,10000000,63465522,63465522
saw iv,2007-10-26,10000000,63300095,135759694
madea's family reunion,2006-02-24,10000000,63257940,63320521
white noise,2005-01-07,10000000,56094360,92094360
the color of money,1986-10-17,10000000,52293000,52293000
insidious chapter 3,2015-06-05,10000000,52218558,120453155
the mighty ducks,1992-10-02,10000000,50752337,50752337
lady bird,2017-11-03,10000000,48958273,78610769
precious (based on the novel push by sapphire),2009-11-06,10000000,47566524,68722848
the best exotic marigold hotel,2012-05-04,10000000,46383639,134639780
hereditary,2018-06-08,10000000,44069456,70133905
"love, simon",2018-03-16,10000000,40826341,65520633
bill & ted's excellent adventure,1989-02-17,10000000,40485039,40485039
the longest day,1962-10-04,10000000,39100000,50100000
happy gilmore,1996-02-16,10000000,38623460,41004412
jigsaw,2017-10-27,10000000,38052832,102445196
jeepers creepers,2001-08-31,10000000,37904175,58939035
st. elmoâs fire,1985-06-28,10000000,37800000,37800000
oliver!,1968-12-11,10000000,37402877,37402877
recess: school's out,2001-02-16,10000000,36696761,44451470
mad max beyond thunderdome,1985-07-10,10000000,36230219,36230219
peteâs dragon,1977-11-03,10000000,36000000,36000000
the boy,2016-01-22,10000000,35819556,68220952
commando,1985-10-04,10000000,35073978,35073978
"everything, everything",2017-05-19,10000000,34121140,61603136
devil,2010-09-17,10000000,33679655,63354114
friday after next,2002-11-22,10000000,33253609,33526835
the second best exotic marigold hotel,2015-03-06,10000000,33078266,90384306
the last dragon,1985-03-22,10000000,33000000,33000000
how to be a latin lover,2017-04-28,10000000,32149404,62556228
the lawnmower man,1992-03-06,10000000,32100816,32100816
